CONTROLN,STATE,GENDER,HV1,IC1,IC4,HVP1,IC5,POBC1,POBC2,IC2,IC3,AVGGIFT,TCODE,DOB,DOMAIN,TARGET_D
49565,AL,Male,842,438,516,5,15854,3,50,446,505,15.6,1,4401,T1,5.0
86692,ND,M,349,201,281,0,9651,0,87,272,214,12.2,1,4001,T2,19.0
7082,CA,F,3327,404,538,94,18128,40,48,429,484,10.88888889,28,1701,U1,10.0
116539,CA,F,1606,293,367,25,12438,15,38,316,351,13.42857143,0,3001,T2,19.0
65656,MI,,928,334,527,1,23732,15,57,463,403,15.0,0,0,S3,25.0
121986,TX,F,733,452,503,0,14468,17,50,453,496,6.666666667,0,0,U3,3.0
83718,MN,F,813,216,382,0,18722,0,62,295,281,2.705882353,0,1601,C2,3.0
80336,WI,F,836,464,512,0,15024,5,84,468,496,6.928571429,2,3001,C2,12.0
72166,MI,F,483,364,463,0,15398,0,89,388,412,13.0,28,5801,T2,20.0
150945,CA,F,1473,424,452,1,13529,14,65,436,444,13.33333333,1,0,U3,20.0
132847,WY,male,0,0,0,0,0,0,0,0,0,20.0,1,6801,T3,10.0
21244,NC,F,828,232,380,13,15119,1,66,308,327,10.30769231,0,2307,R1,12.0
82618,MN,M,836,477,540,0,15366,3,81,508,495,6.238095238,0,6001,S2,5.0
169044,CA,F,993,252,344,6,12884,1,60,291,316,6.96,0,3401,R2,15.0
165830,CA,F,3230,650,752,93,27549,4,53,688,714,18.33333333,0,5510,C1,25.0
165820,CA,F,2854,732,785,94,29170,7,45,749,760,20.0,2,2201,C1,20.0
29010,LA,M,775,354,447,7,14170,3,70,395,410,18.0,2,5001,R2,24.0
159721,CA,F,683,194,333,1,10267,9,64,216,295,11.36363636,0,3811,T3,35.0
47709,AL,J,367,179,276,0,9389,0,79,220,236,11.44444444,1002,2008,R3,20.0
174152,HI,F,3373,633,673,93,19518,7,68,628,669,13.0,2,3001,S1,26.0
36776,FL,M,653,319,379,0,12869,11,35,360,358,9.5,1,2601,S3,20.0
57899,KY,F,307,159,216,0,7110,0,92,169,204,10.55172414,0,0,S2,10.0
105305,KS,M,249,205,260,0,9031,0,75,224,234,4.75,1,0,R3,6.0
108635,LA,M,730,350,393,3,12460,1,81,362,364,8.5,1,4310,T1,5.0
44800,FL,,599,200,288,2,11547,3,34,236,253,7.32,28,0,T2,5.0
112944,OK,F,684,323,430,1,14293,0,82,386,388,7.083333333,2,601,C1,15.0
128059,TX,M,350,250,355,0,11680,4,80,278,335,10.125,1,0,R2,20.0
109961,LA,F,304,194,266,0,8103,0,93,230,224,10.0,28,4901,R3,20.0
27634,MD,M,1236,461,544,15,17784,2,63,467,513,5.375,0,0,T1,5.0
125630,TX,U,1101,538,640,0,19641,8,48,600,609,16.66666667,1,0,S1,25.0
158454,CA,J,2326,506,553,74,18918,7,58,545,514,12.15384615,1002,6601,U2,12.0
4881,FL,M,599,100,423,4,11670,10,27,406,200,9.230769231,28,7401,C1,10.0
66358,ND,M,593,258,299,0,10186,1,70,298,274,5.266666667,1,3301,S2,5.0
2231,WI,male,564,217,397,0,12315,0,96,386,295,11.4,1,7301,T2,14.0
68534,MI,M,651,431,505,0,14845,7,77,451,455,7.428571429,1,1709,S2,9.0
177737,OR,F,429,192,277,1,8906,20,43,207,259,16.11111111,2,609,R2,25.0
145855,CA,M,2264,453,537,66,17928,9,57,503,509,9.714285714,1,4601,U1,12.0
155569,CA,M,1691,500,580,27,18202,16,45,556,520,14.33333333,0,2701,S1,20.0
157826,CA,F,2387,394,447,76,17331,18,46,399,446,8.045454546,0,0,U4,15.0
60884,IN,F,813,414,561,1,26469,3,68,495,499,14.83333333,0,0,S2,15.0
4638,CA,F,2473,585,611,86,21343,4,48,586,610,25.84375,0,2401,S1,25.0
75851,IA,F,243,208,271,0,8359,1,85,251,244,4.352941177,2,1810,C3,5.0
162867,CA,M,3330,517,632,97,22695,19,36,581,576,12.5,0,6801,U1,11.0
145540,CA,M,4178,659,764,97,26035,26,37,687,723,10.0,1,0,S1,21.0
124042,TX,M,465,202,354,1,13849,0,68,279,278,6.666666667,2,1812,T2,20.0
83698,MN,M,878,412,454,0,18625,4,78,420,455,10.125,1,5112,S2,16.0
142600,CA,F,919,89,210,3,4825,41,37,193,154,25.0,0,4301,U4,25.0
26009,GA,F,899,396,501,1,15973,6,44,417,479,8.0,2,6411,S2,15.0
2311,MI,M,817,488,567,0,18712,1,77,534,526,5.333333333,0,0,0,5.0
77441,WI,F,725,316,376,0,11623,1,86,354,335,7.666666667,0,5701,T2,7.0
6403,FL,M,677,311,313,0,12509,2,23,272,324,10.11538462,1,2703,C2,10.0
117326,TX,F,1715,554,837,34,31480,3,54,750,626,6.916666667,0,4105,U1,10.0
68618,MI,M,726,485,509,0,17020,3,85,495,516,17.22580645,1,3312,T1,40.0
1646,CA,M,675,163,230,1,7083,13,57,209,194,7.5625,1,4711,C3,10.0
66762,MI,F,632,279,388,2,12653,1,71,336,339,8.533333333,0,0,0,5.0
6443,FL,M,595,252,274,0,11132,8,11,263,262,14.69230769,1,2501,T2,20.0
151175,CA,F,2707,507,537,80,16165,24,54,504,538,12.11764706,0,4001,U1,22.0
151504,CA,M,2666,535,653,63,24745,22,45,609,612,12.33333333,1,4401,S1,21.0
74303,MI,M,444,225,299,3,10088,1,86,264,269,17.14285714,4,405,R2,25.0
41537,FL,F,742,396,470,0,15356,7,37,424,450,14.28571429,2,6101,S2,50.0
4881,FL,M,599,100,423,4,11670,10,27,406,200,9.230769231,28,7401,C1,10.0
66358,ND,M,593,258,299,0,10186,1,70,298,274,5.266666667,1,3301,S2,5.0
2231,WI,male,564,217,397,0,12315,0,96,386,295,11.4,1,7301,T2,14.0
68534,MI,M,651,431,505,0,14845,7,77,451,455,7.428571429,1,1709,S2,9.0
