CONTROLN,STATE,GENDER,HV1,IC1,IC4,HVP1,IC5,POBC1,POBC2,IC2,IC3,AVGGIFT,TCODE,DOB,DOMAIN,TARGET_D
184106,WA,F,446,168,254,0,11971,8,51,201,218,5.8,0,1601,C3,6.0
95563,IL,M,576,335,463,0,15332,2,66,386,407,3.117647059,0,3301,S2,4.0
79747,WI,male,329,211,303,0,9216,0,87,239,275,15.0,1,1401,R3,15.0
178275,WA,F,2019,506,608,51,23545,11,55,535,551,5.333333333,2,2401,S1,5.0
190754,CA,F,3213,697,745,96,21605,12,56,703,735,28.04166667,2,5009,C1,25.0
2951,NV,M,1330,367,488,16,18153,4,12,419,437,5.083333333,1,2301,T2,5.0
60313,IN,M,480,270,304,0,12144,1,69,288,302,15.375,2,4401,S2,10.0
138000,AZ,,630,222,295,5,10306,12,34,224,296,4.2,0,0,C3,6.0
160483,CA,F,1286,366,391,0,12914,13,52,373,389,8.8,0,7001,C2,9.0
149569,CA,F,2500,272,278,71,15913,26,27,236,298,25.5,0,0,U2,28.0
62349,IN,M,643,273,321,0,13088,2,73,297,298,30.0,28,3101,S2,50.0
25073,SC,M,524,217,343,1,11775,6,49,253,300,7.666666667,1,6201,T2,21.0
47245,AL,F,679,312,459,0,16088,1,88,393,408,5.142857143,0,0,C3,5.0
166508,CA,M,2901,459,711,91,25733,16,45,585,556,13.66666667,1,4501,U1,20.0
33355,FL,M,700,383,443,1,14917,5,47,412,421,12.92307692,1002,0,T2,15.0
118083,TX,F,390,223,359,2,11982,8,73,309,290,13.75,0,6005,R2,15.0
19208,NC,female,670,275,371,1,14984,1,71,325,322,11.08333333,0,0,0,18.0
18664,NC,M,519,283,362,1,12386,0,80,310,337,20.0,1,3801,T2,15.0
137276,AZ,Female,723,270,386,0,20233,8,1,335,321,10.10526316,0,1008,C1,11.0
11254,IL,F,931,470,519,0,15138,5,77,492,472,22.69230769,0,3509,0,25.0
47404,AL,F,475,308,364,0,9853,0,99,319,325,5.235294118,0,4201,T2,10.0
33615,FL,M,563,216,297,1,10832,5,36,250,252,14.57142857,1,3211,C3,15.0
47738,AL,F,419,212,306,0,10063,0,64,268,258,8.166666667,2,2401,R3,12.0
144301,CA,F,2448,498,575,72,22133,7,44,515,552,9.545454546,0,5104,U1,11.0
10491,NV,F,1001,420,482,0,13472,2,26,455,447,7.05,0,3507,C2,5.0
189009,WA,male,1347,192,408,9,16895,11,42,361,260,5.777777778,2,0,U2,5.0
68718,MI,M,1114,623,621,1,17694,12,76,631,607,10.73333333,1002,0,S1,10.0
74673,MI,F,368,168,260,0,8859,1,52,220,216,5.615384615,0,3805,R3,7.0
35328,FL,M,1454,523,579,14,16035,7,28,526,575,11.64285714,1002,5809,C1,20.0
971,NM,F,695,222,291,0,9991,3,28,304,279,7.5,3,4001,T2,8.0
18508,NC,female,635,301,388,3,12754,2,73,342,338,6.666666667,2,0,T2,6.0
93496,IL,F,819,255,342,15,13588,16,62,263,323,4.454545455,0,1907,U2,10.0
92121,IL,M,1216,449,514,9,16243,1,83,470,492,15.0,0,6401,T2,15.0
6649,AZ,Female,2026,655,829,51,31520,7,29,711,756,32.41666667,1,0,0,50.0
186993,TX,M,567,201,313,1,10793,10,67,240,302,10.54545455,1,0,0,10.0
175935,OR,F,541,171,283,0,9862,11,46,239,220,15.0,28,0,S2,15.0
133163,ID,M,418,188,241,0,7470,2,58,227,220,15.0,1,4501,T2,15.0
12,MO,M,334,212,305,0,10385,1,77,259,259,14.72,2,1804,R2,10.0
511,TX,F,1024,225,393,2,16782,7,53,267,299,10.0,28,1501,S1,12.0
125013,TX,F,644,275,331,2,11416,2,76,294,314,7.75,2,0,T2,15.0
138814,AZ,Female,940,203,338,8,13487,6,32,244,303,9.7,0,5401,T2,20.0
101290,MO,M,152,160,225,0,9249,0,80,174,195,3.25,1,1401,R3,3.0
22779,SC,M,535,189,221,2,8017,0,75,192,204,12.53333333,0,5701,T2,20.0
138689,AZ,Female,975,261,419,4,13670,2,38,335,325,13.0,28,0,T1,25.0
99066,IL,M,206,116,228,0,8204,1,63,164,194,4.434782609,1,3006,R3,5.0
148141,CA,F,3576,661,826,96,29413,14,50,768,729,11.0,0,4704,C1,14.0
186456,OR,F,589,277,364,1,12713,2,51,331,321,5.088235294,0,712,C2,5.0
158935,CA,F,1781,170,178,33,14039,59,24,186,252,7.230769231,0,2001,C3,5.0
145275,CA,F,3833,365,508,93,31120,29,27,426,461,12.2,28,3107,U1,20.0
173744,HI,,798,234,321,2,10082,14,55,252,297,20.0,0,0,R2,20.0
179683,WA,F,1108,371,408,4,13661,3,63,395,393,21.66666667,0,5108,S2,25.0
188421,OR,M,704,359,405,0,13482,4,48,370,392,7.5,1,2403,S2,10.0
123699,TX,F,1077,751,762,2,28799,5,55,733,766,7.8,0,5101,C1,10.0
23930,SC,M,891,489,655,7,26220,2,60,516,595,4.277777778,2,2101,C1,5.0
46153,FL,F,933,224,406,5,14946,5,19,290,333,10.0,3,6201,T2,15.0
179863,WA,male,1253,325,447,7,15635,12,57,454,374,9.1875,1,4702,U1,10.0
87395,MT,female,842,264,388,3,15084,2,50,286,370,15.1,0,1701,R1,20.0
86779,ND,F,331,165,266,0,9324,1,61,172,232,10.66666667,28,0,T3,11.0
25214,NC,female,1823,544,567,43,21265,1,62,552,552,12.0,28,5111,T1,25.0
79641,WI,F,1244,672,776,25,25036,1,64,713,743,9.9375,0,2310,S1,12.0
